Id,m1
StatusCode,Complete
Messages,
Full label,us-east-1:AWS/SQS QueueName:attendance-queue ApproximateNumberOfMessagesVisible Average 60
Label,ApproximateNumberOfMessagesVisible
2026/06/01 10:20:00,39206
2026/06/01 10:21:00,39212
2026/06/01 10:22:00,39238
2026/06/01 10:23:00,39283
2026/06/01 10:24:00,39333
2026/06/01 10:25:00,39479
2026/06/01 10:26:00,39736
2026/06/01 10:27:00,39917
2026/06/01 10:28:00,40865
2026/06/01 10:29:00,41404
2026/06/01 10:30:00,42150
2026/06/01 10:31:00,42781
2026/06/01 10:32:00,43428
2026/06/01 10:33:00,44108
2026/06/01 10:34:00,44931
2026/06/01 10:35:00,45525
2026/06/01 10:36:00,46164
2026/06/01 10:37:00,46164
2026/06/01 10:38:00,47671
2026/06/01 10:39:00,48657
2026/06/01 10:40:00,49933
2026/06/01 10:41:00,51275
2026/06/01 10:42:00,52431
2026/06/01 10:43:00,53306
2026/06/01 10:44:00,53939
2026/06/01 10:45:00,56826
2026/06/01 10:46:00,58403
2026/06/01 10:47:00,60506
2026/06/01 10:48:00,61444
2026/06/01 10:49:00,63039
2026/06/01 10:50:00,63302
2026/06/01 10:51:00,66003
2026/06/01 10:52:00,67464
2026/06/01 10:53:00,68885
2026/06/01 10:54:00,70388
2026/06/01 10:55:00,71654
2026/06/01 10:56:00,72211
2026/06/01 10:57:00,74067
2026/06/01 10:58:00,74651
2026/06/01 10:59:00,75338
2026/06/01 11:00:00,75529
2026/06/01 11:01:00,75658
2026/06/01 11:02:00,75800
2026/06/01 11:03:00,75958
2026/06/01 11:04:00,76069
2026/06/01 11:05:00,76252
2026/06/01 11:06:00,76422
2026/06/01 11:07:00,76538
2026/06/01 11:08:00,76680
2026/06/01 11:09:00,76860
2026/06/01 11:10:00,76998
2026/06/01 11:11:00,77120
2026/06/01 11:12:00,77239
2026/06/01 11:13:00,77239
2026/06/01 11:14:00,77386
2026/06/01 11:15:00,77673
2026/06/01 11:16:00,77812
2026/06/01 11:17:00,77894
2026/06/01 11:18:00,78001
2026/06/01 11:19:00,78141
