Id,m1
StatusCode,Complete
Messages,
Full label,us-east-1:AWS/EC2 AutoScalingGroupName:asg-cpu-based CPUUtilization Average 60
Label,CPUUtilization
2026/06/01 10:20:00,0.12666057443837458
2026/06/01 10:21:00,
2026/06/01 10:22:00,
2026/06/01 10:23:00,
2026/06/01 10:24:00,
2026/06/01 10:25:00,0.1633290513227096
2026/06/01 10:26:00,
2026/06/01 10:27:00,
2026/06/01 10:28:00,
2026/06/01 10:29:00,
2026/06/01 10:30:00,0.1900044447514866
2026/06/01 10:31:00,
2026/06/01 10:32:00,
2026/06/01 10:33:00,
2026/06/01 10:34:00,
2026/06/01 10:35:00,0.19166816494186606
2026/06/01 10:36:00,
2026/06/01 10:37:00,
2026/06/01 10:38:00,
2026/06/01 10:39:00,
2026/06/01 10:40:00,0.20670136555283172
2026/06/01 10:41:00,
2026/06/01 10:42:00,
2026/06/01 10:43:00,
2026/06/01 10:44:00,
2026/06/01 10:45:00,0.22495953639286373
2026/06/01 10:46:00,
2026/06/01 10:47:00,
2026/06/01 10:48:00,
2026/06/01 10:49:00,
2026/06/01 10:50:00,0.22167251204883492
2026/06/01 10:51:00,
2026/06/01 10:52:00,
2026/06/01 10:53:00,
2026/06/01 10:54:00,
2026/06/01 10:55:00,0.20336798638882128
2026/06/01 10:56:00,
2026/06/01 10:57:00,
2026/06/01 10:58:00,
2026/06/01 10:59:00,
2026/06/01 11:00:00,0.1500000459488868
2026/06/01 11:01:00,
2026/06/01 11:02:00,
2026/06/01 11:03:00,
2026/06/01 11:04:00,
2026/06/01 11:05:00,0.14830151377037398
2026/06/01 11:06:00,
2026/06/01 11:07:00,
2026/06/01 11:08:00,
2026/06/01 11:09:00,
2026/06/01 11:10:00,0.2099422502394061
2026/06/01 11:11:00,
2026/06/01 11:12:00,
2026/06/01 11:13:00,
2026/06/01 11:14:00,
2026/06/01 11:15:00,0.15166868613335188
