Id,m1
StatusCode,Complete
Messages,
Full label,us-east-1:AWS/EC2 AutoScalingGroupName:asg-cpu-based CPUUtilization Average 60
Label,CPUUtilization
2026/06/01 12:00:00,0.14830545358662026
2026/06/01 12:01:00,
2026/06/01 12:02:00,
2026/06/01 12:03:00,
2026/06/01 12:04:00,
2026/06/01 12:05:00,0.18000072296119848
2026/06/01 12:06:00,
2026/06/01 12:07:00,
2026/06/01 12:08:00,
2026/06/01 12:09:00,
2026/06/01 12:10:00,0.1849885026732728
2026/06/01 12:11:00,
2026/06/01 12:12:00,
2026/06/01 12:13:00,
2026/06/01 12:14:00,
2026/06/01 12:15:00,0.24500024835488182
2026/06/01 12:16:00,
2026/06/01 12:17:00,
2026/06/01 12:18:00,
2026/06/01 12:19:00,
2026/06/01 12:20:00,0.2700521227206314
2026/06/01 12:21:00,
2026/06/01 12:22:00,
2026/06/01 12:23:00,
2026/06/01 12:24:00,
2026/06/01 12:25:00,0.27494865077158936
2026/06/01 12:26:00,
2026/06/01 12:27:00,
2026/06/01 12:28:00,
2026/06/01 12:29:00,
2026/06/01 12:30:00,0.2583363872964674
2026/06/01 12:31:00,
2026/06/01 12:32:00,
2026/06/01 12:33:00,
2026/06/01 12:34:00,
2026/06/01 12:35:00,0.18500981498346727
2026/06/01 12:36:00,
2026/06/01 12:37:00,
2026/06/01 12:38:00,
2026/06/01 12:39:00,
2026/06/01 12:40:00,0.16166582689807493
2026/06/01 12:41:00,
2026/06/01 12:42:00,
2026/06/01 12:43:00,
2026/06/01 12:44:00,
2026/06/01 12:45:00,0.16500504626214463
2026/06/01 12:46:00,
2026/06/01 12:47:00,
2026/06/01 12:48:00,
2026/06/01 12:49:00,
2026/06/01 12:50:00,0.16002896151804957
2026/06/01 12:51:00,
2026/06/01 12:52:00,
2026/06/01 12:53:00,
2026/06/01 12:54:00,
2026/06/01 12:55:00,0.1500029191530361
